Order ID,Order Date,Ship Date,Customer ID,Customer Name,Customer Segment,Product ID,Product Name,Category,Region,State,City,Quantity,Unit Price,Discount (%),Sales Amount,Cost Price,Profit,Stock Left,Auto Reorder,Reorder Quantity,Supplier Name,Supplier Email,Payment Mode,Delivery Status
ORD1512,2025-11-14,2025-11-15,CUST630,Keith Santos,Corporate,PROD6869,Keyboard,Electronics,East,Pennsylvania,Port Ginafort,8,709,0,5672.0,4565.41,1106.59,39,No,0,Lin-Hoffman,smithandrew@lopez.com,UPI,Pending
ORD1513,2025-10-16,2025-10-23,CUST941,Kevin Patrick,Home Office,PROD6745,Keyboard,Electronics,North,Arizona,North Kristenbury,8,3910,10,28152.0,17459.91,10692.09,47,No,0,Moore-Terry,dbrown@moore.com,UPI,Pending
ORD1514,2025-06-26,2025-06-30,CUST356,Seth Rubio,Consumer,PROD4940,Pen,Office Supplies,South,Pennsylvania,Mooreshire,4,4219,5,16032.2,13979.42,2052.78,25,No,0,Mcdonald and Sons,santiagomichael@brennan.info,UPI,Returned
ORD1515,2025-01-23,2025-01-29,CUST207,Allison Ford,Home Office,PROD3107,Office Chair,Furniture,North,Montana,West Brenda,2,596,10,1072.8,884.44,188.36,21,No,0,"Ponce, Sanders and Patterson",timothy29@webster.biz,Cash,Cancelled
ORD1516,2024-08-13,2024-08-18,CUST339,Francisco Collins,Corporate,PROD9377,Pen,Office Supplies,West,Maine,East Timothyhaven,8,534,5,4058.4,3058.42,999.98,21,No,0,Tapia-Wilson,gregorysherry@hatfield-silva.com,Cash,Cancelled
ORD1517,2025-09-01,2025-09-08,CUST793,Mary Rodriguez,Home Office,PROD3885,Mouse,Electronics,North,Illinois,Vargasborough,3,165,10,445.5,302.67,142.83,13,No,0,"Ford, Smith and Brown",xgay@frazier.org,Credit Card,Pending
ORD1518,2024-06-12,2024-06-17,CUST479,Jennifer Blevins,Home Office,PROD9156,Laptop,Electronics,North,Rhode Island,Loganberg,2,1505,5,2859.5,2410.71,448.79,48,No,0,"Jimenez, Wilson and Smith",fcalderon@patterson-ayers.com,Credit Card,Returned
ORD1519,2025-08-31,2025-09-07,CUST105,Rachel Nelson,Corporate,PROD8412,Sugar,Grocery,North,Nebraska,Alexanderburgh,2,4967,15,8443.9,5906.72,2537.18,22,No,0,Hodges and Sons,amber64@farley-small.info,Credit Card,Cancelled
ORD1520,2026-03-07,2026-03-10,CUST780,Nicholas Fisher,Home Office,PROD5496,Pen,Office Supplies,West,Texas,West Alexandraport,2,4364,5,8291.6,6552.73,1738.87,5,Yes,24,"Davis, Griffin and Bauer",veronicaandrews@carter.com,Credit Card,Delivered
ORD1521,2024-06-29,2024-07-03,CUST450,Julia Rodriguez,Home Office,PROD3913,Monitor,Electronics,West,Texas,West Kyle,5,2777,20,11108.0,8425.69,2682.31,21,No,0,"Farley, Monroe and Ross",cbarnes@welch.com,Cash,Returned
ORD1522,2025-08-13,2025-08-19,CUST249,Jared Owens,Consumer,PROD4582,Bookshelf,Furniture,East,Alaska,Lisaland,2,3696,15,6283.2,4264.27,2018.93,30,No,0,Bond and Sons,nathanielsmith@knox.biz,Cash,Returned
ORD1523,2024-06-12,2024-06-17,CUST779,Sandra Holt MD,Consumer,PROD7980,Cooking Oil,Grocery,South,Iowa,East Joshua,4,842,20,2694.4,2157.74,536.66,13,No,0,"Stewart, Reid and Hall",timothy42@evans.net,Credit Card,Delivered
ORD1524,2025-12-26,2025-12-28,CUST602,Julie Miles,Home Office,PROD4067,Snacks,Grocery,South,Florida,Shannonland,7,4803,15,28577.85,21826.84,6751.01,5,Yes,26,Hunt-Holland,anne17@solomon.com,Cash,Delivered
ORD1525,2025-10-08,2025-10-10,CUST262,Linda Oconnell,Consumer,PROD1562,Mouse,Electronics,South,Alaska,South Williamview,3,1404,0,4212.0,2986.22,1225.78,20,No,0,Hernandez-Mccarthy,kramerjenna@rasmussen.com,Cash,Delivered
ORD1526,2024-06-01,2024-06-05,CUST686,Kathleen Adams,Corporate,PROD9235,Dining Table,Furniture,West,Montana,North David,6,4071,5,23204.7,15281.13,7923.57,21,No,0,Fischer Group,tjones@deleon-riley.com,Net Banking,Delivered
ORD1527,2025-03-18,2025-03-23,CUST165,Daniel Torres,Corporate,PROD8357,Office Chair,Furniture,West,Oklahoma,North Katherine,1,4164,0,4164.0,3194.87,969.13,23,No,0,"Edwards, Deleon and Patterson",catherine66@williams-larson.com,Net Banking,Delivered
ORD1528,2024-07-26,2024-07-31,CUST587,Brian Smith,Corporate,PROD1088,Cooking Oil,Grocery,South,California,New Carmenmouth,6,1506,5,8584.2,5270.36,3313.84,50,No,0,Smith-Anderson,mauricehill@rodriguez-johnson.biz,Credit Card,Pending
ORD1529,2025-11-08,2025-11-13,CUST576,Stephen Valdez,Home Office,PROD5526,Mouse,Electronics,South,Tennessee,Victoriahaven,5,1322,20,5288.0,4227.06,1060.94,10,No,0,Meyer-Marsh,brewerholly@barber.com,Net Banking,Cancelled
ORD1530,2024-04-24,2024-05-01,CUST696,Adam Clark,Home Office,PROD6309,Pen,Office Supplies,South,Texas,Reedberg,9,3129,5,26752.95,21987.33,4765.62,39,No,0,Sanders-Fuller,medinaashley@cobb.net,Net Banking,Delivered
ORD1531,2026-03-09,2026-03-16,CUST697,James Jackson,Home Office,PROD5680,Snacks,Grocery,North,Missouri,Port Ellenstad,4,1327,5,5042.6,3347.51,1695.09,2,Yes,40,Allison-Miller,xsalazar@day.biz,Cash,Returned
ORD1532,2025-11-27,2025-11-28,CUST518,Jordan Snyder,Home Office,PROD2079,Dining Table,Furniture,North,Mississippi,Port Pamelaberg,9,1876,20,13507.2,10493.9,3013.3,25,No,0,Barton and Sons,hclarke@davidson.com,Credit Card,Returned
ORD1533,2024-11-25,2024-11-27,CUST161,David Wong,Consumer,PROD8015,Monitor,Electronics,North,Michigan,Chrisberg,6,2573,5,14666.1,10491.58,4174.52,34,No,0,Johnson LLC,wrightkevin@wade-rios.com,Cash,Pending
ORD1534,2024-09-02,2024-09-06,CUST889,Gregory Cook,Corporate,PROD8160,Mouse,Electronics,North,Iowa,East Michaelbury,6,1935,20,9288.0,7885.5,1402.5,50,No,0,Young LLC,darren47@wallace.org,Cash,Delivered
ORD1535,2024-06-20,2024-06-27,CUST985,Bryan Becker,Consumer,PROD7266,Stapler,Office Supplies,North,Maine,New Kimberlychester,5,1866,20,7464.0,5416.66,2047.34,49,No,0,"Miller, Shepherd and Hernandez",seancunningham@palmer-schmidt.com,Cash,Delivered
ORD1536,2026-02-09,2026-02-11,CUST723,Amber Anderson,Consumer,PROD1950,Bookshelf,Furniture,West,Minnesota,South Deborah,3,2781,20,6674.4,5737.71,936.69,28,No,0,"Myers, Sullivan and Serrano",spencedavid@mcdaniel.org,Cash,Delivered
ORD1537,2025-08-28,2025-09-04,CUST822,Beth Shaw,Corporate,PROD1276,Study Table,Furniture,West,Maine,South Kellyfort,5,4001,15,17004.25,14217.03,2787.22,16,No,0,"Vasquez, Soto and Morrison",timothy27@baker-lucas.com,Credit Card,Cancelled
ORD1538,2024-11-13,2024-11-19,CUST684,David Hutchinson,Home Office,PROD4730,Stapler,Office Supplies,South,Alaska,Griffithland,9,2787,5,23828.85,14944.69,8884.16,12,No,0,Scott and Sons,valentinelori@franklin.com,UPI,Pending
ORD1539,2025-01-17,2025-01-22,CUST206,Dr. Dalton Combs Jr.,Consumer,PROD3963,Laptop,Electronics,North,Tennessee,North Andrewstad,2,3428,20,5484.8,3673.31,1811.49,30,No,0,Foster LLC,steven22@turner.biz,Cash,Delivered
ORD1540,2025-05-27,2025-06-01,CUST533,Kelly Miller,Consumer,PROD2735,Mouse,Electronics,North,Kentucky,Stevenside,9,4172,0,37548.0,24760.6,12787.4,32,No,0,Ware-Murphy,perrymichael@nelson-ford.net,UPI,Delivered
ORD1541,2024-11-26,2024-11-27,CUST977,Bryce Allison,Consumer,PROD4947,Sofa,Furniture,East,Wyoming,New Christopher,8,4162,5,31631.2,21959.02,9672.18,17,No,0,Tucker-Harris,bondshane@reynolds.biz,Credit Card,Returned
ORD1542,2025-10-13,2025-10-14,CUST364,Kelly Terry,Consumer,PROD1939,Dining Table,Furniture,West,Mississippi,Hernandezport,8,1210,20,7744.0,6070.15,1673.85,29,No,0,Carpenter-Moon,conradjustin@carter-hansen.com,Net Banking,Pending
ORD1543,2024-04-12,2024-04-16,CUST404,Amanda Campbell,Home Office,PROD2236,Notebook,Office Supplies,North,Indiana,Maryville,1,2732,5,2595.4,1643.9,951.5,14,No,0,Adams-Cruz,stephen75@brown.com,Net Banking,Pending
ORD1544,2025-01-23,2025-01-29,CUST669,Eric Wood,Consumer,PROD6453,File Folder,Office Supplies,North,Illinois,Kevinmouth,1,3914,20,3131.2,2754.62,376.58,3,Yes,20,Thompson LLC,pwhite@cobb.net,UPI,Delivered
ORD1545,2025-12-20,2025-12-27,CUST619,Robert Chavez,Home Office,PROD2000,Monitor,Electronics,North,Utah,Millerfurt,3,4469,15,11395.95,9239.21,2156.74,27,No,0,"Barnes, Johnson and Simpson",boyermichele@jensen.info,Net Banking,Returned
ORD1546,2025-07-13,2025-07-15,CUST393,Rachel Brown,Consumer,PROD5023,Stapler,Office Supplies,North,Georgia,New Alexander,3,1027,10,2772.9,2097.23,675.67,1,Yes,41,Powers Ltd,brucechristopher@clayton-oliver.com,Net Banking,Returned
ORD1547,2024-09-05,2024-09-06,CUST243,Lauren Scott,Corporate,PROD7979,File Folder,Office Supplies,East,South Carolina,Dustinfort,1,2030,0,2030.0,1737.27,292.73,18,No,0,Miller-Sandoval,zweaver@hill-adams.biz,UPI,Cancelled
ORD1548,2026-01-26,2026-01-27,CUST410,Carrie Long,Consumer,PROD2937,Office Chair,Furniture,East,Colorado,Port Robert,3,1956,5,5574.6,4995.46,579.14,0,Yes,31,"Goodman, Galvan and Edwards",lee93@silva.com,Net Banking,Pending
ORD1549,2024-11-23,2024-11-29,CUST842,Sandra Johnson,Home Office,PROD1880,Snacks,Grocery,East,New Mexico,Martinmouth,4,2322,15,7894.8,5631.5,2263.3,7,Yes,27,Benson Ltd,victorfarrell@aguirre.com,Cash,Cancelled
ORD1550,2024-12-13,2024-12-16,CUST793,Nicole Robinson,Corporate,PROD5424,Bookshelf,Furniture,South,Nevada,Oliviachester,6,266,10,1436.4,970.99,465.41,30,No,0,Small-Byrd,hromero@lopez-arnold.com,UPI,Pending
ORD1551,2025-09-07,2025-09-08,CUST926,Adrian Cook DDS,Consumer,PROD2256,Snacks,Grocery,South,Montana,Gibsonberg,3,1502,20,3604.8,2345.18,1259.62,13,No,0,"Perry, Fleming and Fox",ymclean@sloan-elliott.com,Credit Card,Cancelled
ORD1552,2025-12-26,2026-01-01,CUST607,Timothy Woods,Home Office,PROD8783,Monitor,Electronics,East,New Hampshire,Ronaldstad,3,2583,15,6586.65,5643.05,943.6,0,Yes,48,Hardy-Ramos,jamespittman@martin.com,UPI,Cancelled
ORD1553,2025-11-23,2025-11-26,CUST872,Danielle Rasmussen,Corporate,PROD8664,Mouse,Electronics,West,Illinois,West Julie,7,1533,20,8584.8,5935.11,2649.69,44,No,0,Robbins-Smith,jackiecruz@coleman.net,UPI,Pending
ORD1554,2024-10-30,2024-10-31,CUST561,Anthony Owens,Home Office,PROD6660,Rice Bag,Grocery,North,Rhode Island,Barronfurt,6,557,0,3342.0,2178.37,1163.63,41,No,0,Cox-Matthews,castillocynthia@jones.info,UPI,Cancelled
ORD1555,2026-04-10,2026-04-11,CUST139,Eric Cooper,Corporate,PROD7637,Keyboard,Electronics,South,Illinois,Katherineview,6,1213,10,6550.2,5415.35,1134.85,46,No,0,"Daniels, Collins and Wright",heatherhumphrey@stevens.com,Net Banking,Returned
ORD1556,2025-03-18,2025-03-20,CUST137,Richard Phillips,Home Office,PROD8606,Bookshelf,Furniture,North,West Virginia,East William,3,2748,10,7419.6,5051.93,2367.67,12,No,0,"Weiss, Park and Singh",matthew73@fields-franklin.com,Credit Card,Delivered
ORD1557,2024-11-01,2024-11-07,CUST176,Justin Taylor,Consumer,PROD8517,Office Chair,Furniture,West,Kansas,East Colin,6,544,15,2774.4,1760.07,1014.33,42,No,0,Johnson Group,churchrobert@kelley-campbell.org,Credit Card,Returned
ORD1558,2024-06-19,2024-06-21,CUST443,Douglas Howard,Consumer,PROD5378,Sofa,Furniture,South,West Virginia,Spearsfurt,7,3146,10,19819.8,11983.34,7836.46,30,No,0,Mcmillan and Sons,jonathanstone@gonzalez.net,Cash,Cancelled
ORD1559,2024-08-23,2024-08-24,CUST434,Kimberly Rios,Home Office,PROD3861,Study Table,Furniture,North,Kentucky,Josephville,9,2791,10,22607.1,14324.16,8282.94,13,No,0,Gates Ltd,brandi41@buchanan.info,Credit Card,Cancelled
ORD1560,2025-03-17,2025-03-23,CUST825,Traci Hardy,Consumer,PROD9808,File Folder,Office Supplies,North,Tennessee,Ashleystad,7,2677,15,15928.15,12122.62,3805.53,34,No,0,"Curry, Braun and Humphrey",yusamuel@khan.org,UPI,Delivered
ORD1561,2024-10-12,2024-10-19,CUST506,Ms. Danielle Carr,Corporate,PROD7974,Headphones,Electronics,West,Iowa,Hollybury,1,1259,0,1259.0,1105.49,153.51,41,No,0,"Buckley, Mitchell and Gonzalez",djohnson@conley.biz,UPI,Delivered
ORD1562,2025-04-27,2025-05-03,CUST416,Charles Valentine,Home Office,PROD5436,Mouse,Electronics,North,New York,South Tammy,1,1368,5,1299.6,1017.45,282.15,49,No,0,Kline-Pineda,aprilpatel@holland-fischer.com,Net Banking,Returned
ORD1563,2025-11-26,2025-12-03,CUST302,Jonathan Evans,Consumer,PROD7132,Snacks,Grocery,West,Delaware,Deniseland,5,3061,0,15305.0,10276.43,5028.57,4,Yes,26,Rios PLC,jenniferkelly@smith.biz,Cash,Pending
ORD1564,2025-10-04,2025-10-07,CUST568,Dr. Thomas Mack,Home Office,PROD1399,Study Table,Furniture,West,Kansas,New Sarahmouth,5,3354,20,13416.0,10158.43,3257.57,6,Yes,30,Garcia and Sons,cwalker@lewis.com,UPI,Returned
ORD1565,2025-08-30,2025-09-04,CUST109,Jennifer Paul,Consumer,PROD2594,Headphones,Electronics,North,Indiana,Alexanderhaven,1,3704,15,3148.4,2609.1,539.3,11,No,0,Graham-Alvarez,jeffreywalsh@hill.com,Credit Card,Returned
ORD1566,2026-02-19,2026-02-20,CUST362,Mary Walker,Consumer,PROD2407,Calculator,Office Supplies,South,Oregon,Derrickview,9,324,10,2624.4,2115.96,508.44,2,Yes,46,Harding-Harris,cphillips@brown.com,Credit Card,Returned
ORD1567,2024-09-09,2024-09-15,CUST506,Vanessa Gordon,Home Office,PROD5278,Snacks,Grocery,South,South Dakota,Randyborough,10,2364,20,18912.0,12252.79,6659.21,21,No,0,"Diaz, Jones and Pope",mlopez@adams-garcia.net,UPI,Returned
ORD1568,2026-03-29,2026-03-30,CUST805,Michael Mckenzie,Consumer,PROD1102,Sugar,Grocery,South,Kansas,Davidton,1,3845,0,3845.0,3276.13,568.87,6,Yes,21,"Cannon, Freeman and Sandoval",burkepaul@bartlett.net,Cash,Delivered
ORD1569,2025-03-18,2025-03-25,CUST505,Caitlin Barnes,Corporate,PROD1750,Bookshelf,Furniture,South,Hawaii,North Ryanland,2,1540,5,2926.0,1783.91,1142.09,31,No,0,Sanders-Bruce,richardjohnston@howard.com,Credit Card,Returned
ORD1570,2024-05-30,2024-06-03,CUST645,Shawn Wilcox,Corporate,PROD2332,Study Table,Furniture,South,California,East Stevenview,4,2087,15,7095.8,4413.91,2681.89,26,No,0,Martin and Sons,nchristian@haynes-ward.com,Cash,Returned
ORD1571,2025-01-25,2025-01-28,CUST325,Stephen Patrick,Home Office,PROD5888,Bookshelf,Furniture,West,New Mexico,Lake Wendyton,2,3959,20,6334.4,5488.79,845.61,20,No,0,"Harris, Frazier and Golden",russellkristi@white-jacobs.com,Net Banking,Delivered
ORD1572,2025-07-17,2025-07-23,CUST475,Martha Brooks,Consumer,PROD2019,Bookshelf,Furniture,East,Rhode Island,West Debrashire,9,3086,15,23607.9,16086.44,7521.46,44,No,0,James-Johnson,rebeccali@wilcox-house.com,Cash,Pending
ORD1573,2024-11-11,2024-11-18,CUST275,Andrew Tate,Home Office,PROD1585,Pen,Office Supplies,West,Nebraska,Lake Christophermouth,8,429,10,3088.8,2193.55,895.25,23,No,0,Thornton and Sons,fletcherabigail@pearson-livingston.info,Cash,Delivered
ORD1574,2024-12-29,2025-01-01,CUST259,Michelle Snyder,Home Office,PROD5622,Monitor,Electronics,North,Connecticut,Nguyenville,6,4729,20,22699.2,19223.1,3476.1,14,No,0,"Ritter, Cantu and Barrett",richard47@miller.net,Net Banking,Returned
ORD1575,2024-10-01,2024-10-08,CUST517,Timothy Washington,Corporate,PROD5631,Rice Bag,Grocery,East,Nebraska,Clementsstad,6,2943,20,14126.4,9783.76,4342.64,14,No,0,Ferguson-Nelson,aliciahartman@villarreal-zuniga.com,Net Banking,Returned
ORD1576,2024-09-13,2024-09-17,CUST539,Jeanne Hill,Home Office,PROD6538,Sofa,Furniture,West,Utah,East Aaron,9,2852,5,24384.6,16173.9,8210.7,38,No,0,"Welch, Castro and Mendez",ashley40@johnson-wright.com,Net Banking,Delivered
ORD1577,2024-06-24,2024-06-25,CUST861,Michelle King,Corporate,PROD9620,Laptop,Electronics,West,Maryland,Deborahborough,5,4084,5,19399.0,15216.4,4182.6,0,Yes,50,Knight-Brown,kevinvance@rivera-miles.com,Net Banking,Cancelled
ORD1578,2026-01-25,2026-01-29,CUST607,Jason Burton,Home Office,PROD4085,Cooking Oil,Grocery,North,Delaware,Coryhaven,10,3606,0,36060.0,23863.7,12196.3,36,No,0,"Woodard, Clark and Martinez",ayalatony@hernandez-harris.biz,Cash,Pending
ORD1579,2025-08-15,2025-08-16,CUST149,Tammy Garcia,Corporate,PROD6077,Mouse,Electronics,West,Missouri,Lake Davidview,10,4818,10,43362.0,35161.72,8200.28,21,No,0,Short Ltd,david96@quinn-klein.org,Cash,Delivered
ORD1580,2026-01-27,2026-02-01,CUST136,Antonio Mullins,Home Office,PROD6120,Juice Pack,Grocery,West,West Virginia,Emilyshire,10,4450,0,44500.0,27560.51,16939.49,17,No,0,"Hamilton, Phillips and Smith",heather41@stephens.com,Credit Card,Cancelled
ORD1581,2025-06-21,2025-06-26,CUST164,Kelly Dickerson,Corporate,PROD8437,File Folder,Office Supplies,South,Georgia,Morganland,7,4825,15,28708.75,17518.16,11190.59,12,No,0,"Ibarra, Tucker and Lee",zsanchez@collins-mayo.com,UPI,Returned
ORD1582,2024-08-09,2024-08-11,CUST612,Joseph Powers,Consumer,PROD5814,Calculator,Office Supplies,West,North Dakota,Davisland,5,3535,5,16791.25,14715.13,2076.12,2,Yes,22,Long-Shepherd,abentley@lloyd-coffey.biz,Credit Card,Returned
ORD1583,2025-03-08,2025-03-14,CUST934,Angela Cunningham,Consumer,PROD4630,Sugar,Grocery,West,New Jersey,Tylerburgh,8,2577,20,16492.8,12941.24,3551.56,36,No,0,Hickman-Sampson,angelrodriguez@boyle.biz,UPI,Cancelled
ORD1584,2024-12-15,2024-12-19,CUST881,Alan Spencer,Home Office,PROD5599,Office Chair,Furniture,East,Indiana,Sarahland,2,4092,5,7774.8,6946.05,828.75,38,No,0,Peterson-Gilmore,kathy99@green.com,UPI,Returned
ORD1585,2025-03-24,2025-03-28,CUST801,Deborah Bailey,Consumer,PROD5911,Monitor,Electronics,East,Arkansas,Cynthiahaven,9,158,0,1422.0,1218.37,203.63,32,No,0,Ruiz LLC,olamb@brooks-boone.com,Net Banking,Pending
ORD1586,2025-04-29,2025-05-01,CUST442,Andrew Wood,Home Office,PROD8331,Laptop,Electronics,East,North Dakota,Brendaborough,10,1137,15,9664.5,7422.62,2241.88,16,No,0,Williams Inc,erikahudson@brown.com,UPI,Returned
ORD1587,2025-03-13,2025-03-14,CUST354,David Santana,Corporate,PROD8991,Bookshelf,Furniture,West,Oregon,South Tammy,7,1400,10,8820.0,6496.56,2323.44,24,No,0,"Cole, Malone and Osborn",barryjacob@welch-davis.com,Cash,Returned
ORD1588,2025-07-24,2025-07-30,CUST280,Michael Pena,Home Office,PROD8238,Bookshelf,Furniture,South,Nevada,Wayneburgh,4,406,20,1299.2,948.98,350.22,25,No,0,Gibbs Ltd,ericwilliams@weaver-king.info,Net Banking,Returned
ORD1589,2025-04-07,2025-04-09,CUST816,Rebecca Manning,Consumer,PROD6639,Office Chair,Furniture,South,Missouri,New Angela,2,3694,0,7388.0,4782.18,2605.82,6,Yes,48,Curtis-Davis,julie66@baldwin.net,UPI,Cancelled
ORD1590,2024-07-07,2024-07-14,CUST305,Andrea Sexton,Corporate,PROD7088,Sofa,Furniture,North,Ohio,Crystalview,2,4357,5,8278.3,6662.41,1615.89,44,No,0,Clark-Wade,patrickmartinez@graham.com,Net Banking,Returned
ORD1591,2025-09-02,2025-09-07,CUST780,Jack Schmitt,Corporate,PROD7492,Keyboard,Electronics,North,Georgia,Emilyville,4,2431,5,9237.8,5666.64,3571.16,10,No,0,"Roberts, Baldwin and Todd",yvonnebailey@hess.info,Credit Card,Pending
ORD1592,2026-02-24,2026-03-02,CUST310,Amanda Flores,Home Office,PROD7753,Mouse,Electronics,East,Wyoming,New Caitlin,7,349,20,1954.4,1728.69,225.71,3,Yes,25,Garcia and Sons,rdowns@wilson-eaton.com,Net Banking,Returned
ORD1593,2025-04-04,2025-04-10,CUST823,Timothy King,Home Office,PROD5259,Sugar,Grocery,West,Virginia,Smithview,8,2441,10,17575.2,13173.78,4401.42,38,No,0,French PLC,scottmoore@sloan.net,UPI,Pending
ORD1594,2025-10-20,2025-10-23,CUST431,Leslie Summers,Consumer,PROD2472,Headphones,Electronics,North,Pennsylvania,Mcneilberg,6,4378,20,21014.4,16458.17,4556.23,7,Yes,30,Barker-Hopkins,pclayton@hopkins-evans.net,Credit Card,Cancelled
ORD1595,2025-09-15,2025-09-20,CUST162,Misty Lewis,Consumer,PROD3292,Office Chair,Furniture,East,Arkansas,Gilbertview,1,3853,5,3660.35,2508.31,1152.04,42,No,0,Nelson-Martinez,wclark@smith.com,Net Banking,Cancelled
ORD1596,2025-09-05,2025-09-12,CUST391,Jeremy Cole,Corporate,PROD2421,File Folder,Office Supplies,North,Idaho,Bobchester,10,4040,10,36360.0,32355.68,4004.32,44,No,0,Velazquez LLC,michael15@patterson-jenkins.com,Cash,Returned
ORD1597,2024-08-19,2024-08-23,CUST526,Victor Henderson,Corporate,PROD6220,Study Table,Furniture,West,Connecticut,New Brandyfort,2,3508,20,5612.8,3554.66,2058.14,42,No,0,Jackson-Carpenter,reyesmatthew@oliver.com,Cash,Delivered
ORD1598,2025-11-24,2025-11-28,CUST539,Janet Ross,Corporate,PROD5899,Bookshelf,Furniture,East,New Jersey,North Mark,4,1287,0,5148.0,3779.86,1368.14,12,No,0,Brown PLC,ssherman@kirby-gilbert.info,Net Banking,Delivered
ORD1599,2025-06-12,2025-06-19,CUST581,Kristin Mcneil,Home Office,PROD7820,Dining Table,Furniture,South,Virginia,South Tammystad,2,4847,15,8239.9,5332.55,2907.35,36,No,0,"Williams, Scott and Rodriguez",sarahcobb@wiley-roth.org,UPI,Cancelled
ORD1600,2025-04-03,2025-04-05,CUST391,Margaret Williams,Corporate,PROD2389,Sofa,Furniture,East,Tennessee,Wilsonstad,6,3110,20,14928.0,10568.03,4359.97,8,Yes,30,Green-Jackson,matthew97@davis-castro.net,Net Banking,Delivered
ORD1601,2026-02-04,2026-02-07,CUST924,Yolanda Ramos,Corporate,PROD2681,Laptop,Electronics,South,New Mexico,Adamstown,5,2333,15,9915.25,8536.74,1378.51,47,No,0,Payne-Hanson,laurenstanley@khan.com,Net Banking,Delivered
ORD1602,2025-04-05,2025-04-09,CUST894,Gina Smith,Consumer,PROD4982,Rice Bag,Grocery,South,North Dakota,Yangchester,10,552,0,5520.0,3991.11,1528.89,32,No,0,Lucas-Stewart,connor45@kelly.com,Net Banking,Returned
ORD1603,2025-12-03,2025-12-08,CUST292,Christian Gardner,Home Office,PROD8672,Monitor,Electronics,East,Missouri,Hernandezfurt,2,778,5,1478.2,896.63,581.57,6,Yes,28,Phelps-Juarez,patricksmith@richardson-larson.com,Cash,Delivered
ORD1604,2025-05-15,2025-05-20,CUST107,Garrett Jones,Corporate,PROD3288,Dining Table,Furniture,North,Delaware,Nicholasstad,2,1735,10,3123.0,2059.96,1063.04,0,Yes,45,Logan and Sons,leemaxwell@hamilton-rogers.biz,Net Banking,Returned
ORD1605,2025-09-04,2025-09-07,CUST671,Kathy Gilmore,Consumer,PROD9446,Stapler,Office Supplies,East,Mississippi,Johnsonville,1,3997,0,3997.0,2769.86,1227.14,45,No,0,Davis-Taylor,frichard@wood.net,Cash,Returned
ORD1606,2024-09-17,2024-09-24,CUST855,Alicia Marshall,Consumer,PROD1024,Sugar,Grocery,West,Rhode Island,South Jamesburgh,4,352,20,1126.4,974.76,151.64,13,No,0,"Evans, Lopez and Miranda",evaldez@diaz-griffin.biz,Credit Card,Delivered
ORD1607,2024-06-04,2024-06-11,CUST724,Michael Shah,Home Office,PROD1545,Monitor,Electronics,West,Wisconsin,East Ronald,10,2142,5,20349.0,17073.61,3275.39,18,No,0,"Henderson, Murray and Diaz",schmidtdanielle@camacho-davis.biz,UPI,Pending
ORD1608,2024-06-02,2024-06-03,CUST207,Andrew Harvey,Home Office,PROD8713,Juice Pack,Grocery,North,Oregon,Lake Erika,1,4588,5,4358.6,3657.21,701.39,16,No,0,Terrell-Randolph,mary39@york.com,Cash,Cancelled
ORD1609,2025-05-16,2025-05-17,CUST311,Vickie Vasquez,Corporate,PROD2852,Monitor,Electronics,South,New Mexico,Swansonborough,1,4586,5,4356.7,3671.14,685.56,23,No,0,"Kelly, Jones and Rice",blake40@barton.com,UPI,Delivered
ORD1610,2025-01-13,2025-01-16,CUST273,Casey Miller,Home Office,PROD5150,Keyboard,Electronics,South,Indiana,New Stephanie,8,1441,5,10951.6,9812.11,1139.49,25,No,0,"Tucker, Clark and Rollins",teresawilliams@roberts.com,UPI,Returned
ORD1611,2026-04-08,2026-04-13,CUST858,Anita Mitchell DDS,Consumer,PROD3763,Rice Bag,Grocery,West,Missouri,Mcmahonville,10,2936,15,24956.0,17897.03,7058.97,18,No,0,Austin and Sons,mullinsjustin@cooper.info,Net Banking,Returned
ORD1612,2025-04-10,2025-04-17,CUST785,Mark Mason,Corporate,PROD8143,Stapler,Office Supplies,West,Arkansas,Brownmouth,6,1381,20,6628.8,5315.52,1313.28,21,No,0,Wheeler-Suarez,aoconnor@carter-sanford.com,Net Banking,Returned
ORD1613,2024-05-20,2024-05-22,CUST651,Kelsey Johnson,Consumer,PROD2709,Cooking Oil,Grocery,North,Oregon,Willisport,3,4774,5,13605.9,9926.02,3679.88,47,No,0,"Skinner, Flores and Allen",lisa45@lloyd-fleming.com,Net Banking,Pending
ORD1614,2025-08-03,2025-08-07,CUST901,Melinda Aguilar,Consumer,PROD1888,Pen,Office Supplies,West,Oklahoma,Dustinfurt,9,1984,0,17856.0,11688.97,6167.03,3,Yes,25,Cook-Ortiz,victoriathomas@hayes-vazquez.com,Cash,Returned
ORD1615,2025-08-12,2025-08-16,CUST633,Allison Fuller,Consumer,PROD1651,Keyboard,Electronics,West,Nevada,Cristinaberg,8,1859,20,11897.6,10252.55,1645.05,36,No,0,Jones-Lambert,ucalderon@jones.com,Credit Card,Cancelled
ORD1616,2024-09-30,2024-10-02,CUST505,Jennifer Jensen,Corporate,PROD9132,Cooking Oil,Grocery,West,Rhode Island,Longville,6,2175,10,11745.0,9492.95,2252.05,11,No,0,"Todd, Schmidt and Hall",jonesmary@wilson.com,Net Banking,Returned
